Doctor ID,Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration,MBBS,FCPS,BCS,MD,MS,MCPS,CCD,PGT,BDS,MPH,Gynae Problems,Cardiac Medicine,General Medicine,Aesthetic Medicine,Adolescent Medicine,Infectious Diseases,Geriatric Medicine,Polycystic Ovary Syndrome (Pcos),Hormone Dirtubances,Health Checkup (Pediatric)
5171,Asst. Prof. Dr. Mohammad Azizul Karim,"['MBBS', 'FCPS', 'MD']",CARDIOLOGIST,20,Ibn Sina Diagnostic & Consultation Center | Badda,Dhaka,"['Atrial Tachycardia', 'Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Catheterization', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Rehabilitation', 'Cardiac Transplant', 'Cardiography', 'Cardiology', 'Cardiogenic Shock']",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5172,Asst. Prof. Dr. Md. Nurul Alam Siddiqi,"['MBBS', 'BCS', 'MS']",CARDIAC SURGEON,20,Ibn Sina Diagnostic & Consultation Center | Badda,Dhaka,"['Bacterial Endocarditis', 'Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Catheterization', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Transplant', 'Cardiac Tumor Resection', 'Cardio Thoracic Surgery', 'Cardiogenic Shock', 'Cardiography', 'Cardiomyopathy', 'Chronic Cardiac Failure', 'Cardiomyopathy']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5173,Prof. Dr. Manzoor Mahmood,"['MBBS', 'D-CARD', 'MD', 'MS']",CARDIOLOGIST,25,Ibn Sina Diagnostic & Consultation Center | Badda,Dhaka,"['Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Catheterization', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Transplant', 'Congenital Heart Disease', 'Congenital Heart Surgery', 'Crt For Heart Failure', 'Fast Heartbeat']",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5174,Prof. Dr. Shakil Gafur,"['MBBS', 'DTCD (CHEST)', 'MD']",CARDIOLOGIST,25,Popular Diagnostic Centre Ltd. | Dhanmondi,Dhaka,"['Bacterial Endocarditis', 'Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Catheterization', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Tumor Resection', 'Cardiogenic Shock', 'Cardioversion', 'Cardio Thoracic Surgery']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5175,Dr. Tangina Afrin,"['MBBS', 'BCS', 'FCPS', 'MS']",GENERAL SURGEON,15,Ibn Sina Diagnostic & Consultation Center | Badda,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Appendix Removal', 'Colonoscopy', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Minor Surgery', 'Robotic Surgery', 'Lymph Node Biopsy']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,Dr. Tangina Afrin,"['MBBS', 'BCS', 'FCPS', 'MS']",COLORECTAL SURGEON,15,Ibn Sina Diagnostic & Consultation Center | Badda,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Appendix Removal', 'Colonoscopy', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Minor Surgery', 'Robotic Surgery', 'Lymph Node Biopsy']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,Prof. Dr. Nawazesh Farid,"['MBBS', 'D-CARD']",CARDIOLOGIST,25,Ibn Sina Diagnostic & Consultation Center | Badda,Dhaka,"['Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Transplant', 'Cardiomyopathy', 'Congenital Heart Surgery', 'Crt For Heart Failure', 'Fast Heartbeat', 'Healthy Heart Diet', 'Congenital Heart Disease']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5177,Dr. Mosfika Rahman,"['MBBS', 'MD']",ONCOLOGIST,15,Ibn Sina Diagnostic & Consultation Center | Badda,Dhaka,"['Adrenal Cancer', 'Bladder Cancer', 'Blood Cancer Specialist', 'Breast Cancer', 'Breast Cancer Screening', 'Cancer - Bone', 'Adnexal Tumors', 'Bone-Marrow Transfusion', 'Gynecologic Oncology', ""Hodgkin'S Lymphoma"", 'Leukemia', 'Melanoma Treatment', 'Multiple Myeloma', 'Pediatric Oncology', 'Colorectal Cancer']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5178,Asst. Prof. Dr. Md. Rafiqul Islam,"['MBBS', 'MD']",ONCOLOGIST,20,Ibn Sina Diagnostic & Consultation Center | Badda,Dhaka,"['Adrenal Cancer', 'Anal Cancer', 'Bladder Cancer', 'Bronchial Asthma Treatment', 'Bronchiolitis', 'Gastrointestinal Oncology', 'Gynecologic Oncology', 'Haemato Oncology', 'Hematological Oncology', 'Laparoscopic Oncology', 'Medical Oncology', 'Paeditric Oncology', 'Pediatric Oncology', 'Thoracic Oncology Surgeries', 'Surgical Oncology']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,Dr. Shahidul Hassan Shaheen,"['MBBS', 'MS', 'BCS']",CARDIOTHORACIC AND VASCULAR SURGEON,15,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Atrial Tachycardia', 'Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardio Thoracic Surgery', 'Cardiomyopathy', 'Cardiovascular & Pulmonary Physiotherapy', 'Cerebrovascular Disease', 'Cardiovascular Treatment']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5180,Dr. H. M. Ashfaq Nazmi,"['MBBS', 'BCS', 'MS']",CARDIOTHORACIC AND VASCULAR SURGEON,15,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Aortic Aneurysms', 'Avastin Injections', 'Blood Clots', 'Carotid Artery Disease', 'Crt For Heart Failure', 'Deep Vein Thrombosis (Dvt)', 'Emphysema', 'Endoleak', 'Fast Heartbeat', 'Heart Valves', 'Peripheral Artery Disease', 'Takayasu’S Arteritis.', 'Thoracic Outlet Syndrome', 'Coronary Artery Disease']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,Asst. Prof. Dr. Md. Anisuzzaman,"['MBBS', 'MS', 'FACS (USA)', 'ADVANCE TRAINING IN CARDIAC SURGERY (SINGAPORE', ' PHILIPPINE', ' RUSSIA)']",CARDIAC SURGEON,20,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Aortic Aneurysms', 'Atrial Tachycardia', 'Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Catheterization', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiomyopathy', 'Cardiovascular & Pulmonary Physiotherapy', 'Cerebrovascular Surgery', 'Deep Vein Thrombosis (Dvt)', 'Peripheral Artery Disease', 'Biovascular Scaffold Implantation']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,Prof. Dr. Mohammad Enamul Hakim,"['MBBS', 'MS', 'USMLE (USA)']",CARDIOTHORACIC AND VASCULAR SURGEON,21,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Arterial Embolism', 'Atherosclerosis', 'Blood Clots', 'Cardiac Invasive Procedures', 'Cardiology', 'Cardiovascular Treatment', 'Carotid Artery Disease', 'Cerebrovascular Disease', 'Cerebrovascular Surgery', 'Decompression Micovascular', 'Decompression Microvascular', 'Peripheral Artery Disease', 'Varicose Veins Radio', 'Vasculitis', 'Aortic Aneurysms']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,Asst. Prof. Dr. Md. Ohiduzzaman,"['MBBS', 'BCS', 'MS']",UROLOGIST,18,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Blood In Urine', 'Blood In Urine (Hematuria) Treatment', 'Body Contouring Surgery', 'Genito Urinary Cancer', 'Urinary Bladder', 'Urinary Diversion', 'Urinary Fistula', 'Urinary Incontinence (Ui)', 'Urinary Incontinence (Ui) Treatment', 'Urinary Leakage', 'Urinary Tract / Bladder Stones Treatment', 'Urinary Tract Infection (Uti)', 'Urinary Tract Infection Treatment', 'Urinary Tract Obstruction']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,Assoc. Prof. Dr. Md. Monsur Hallaz,"['MBBS', 'MS', 'MRCS (EDIN', ' UK)']",UROLOGIST,22,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Blood In Urine', 'Genito Urinary Cancer', 'Genitourinary Cancers', 'Genitourinary Malignancies', 'Genitourinary Surgery', 'Urinary Bladder', 'Urinary Diversion', 'Urinary Fistula', 'Urinary Incontinence (Ui)', 'Urinary Incontinence (Ui) Treatment', 'Urinary Leakage', 'Urinary Tract / Bladder Stones Treatment', 'Urinary Tract Infection (Uti)', 'Urinary Tract Infection Treatment', 'Urinary Tract Infections', 'Body Contouring Surgery']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5185,Asst. Prof. Khondaker Arafuzzaman Lipton,"['MBBS', 'FCPS']",UROLOGIST,20,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Blood In Urine', 'Body Contouring Surgery', 'Earlobe Suturing', 'Genito Urinary Cancer', 'Genitourinary Cancers', 'Genitourinary Surgery', 'Urinary Bladder', 'Urinary Diversion', 'Urinary Fistula', 'Urinary Incontinence (Ui)', 'Urinary Incontinence (Ui) Treatment', 'Urinary Leakage', 'Urinary Tract / Bladder Stones Treatment', 'Urinary Tract Infection (Uti)', 'Urinary Tract Infections', 'Urinary Tract Obstruction', 'Blood In Urine (Hematuria) Treatment']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,Asst. Prof. Dr. Furkan Ahmed,"['MBBS', 'MS']",UROLOGIST,20,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Blood In Urine', 'Blood In Urine (Hematuria) Treatment', 'Body Contouring Surgery', 'Genitourinary Malignancies', 'Genitourinary Surgery', 'Urinary Bladder', 'Urinary Diversion', 'Urinary Fistula', 'Urinary Incontinence (Ui)', 'Urinary Incontinence (Ui) Treatment', 'Urinary Leakage', 'Urinary Tract / Bladder Stones Treatment', 'Urinary Tract Infection (Uti)', 'Urinary Tract Infections', 'Urinary Tract Infections', 'Urinary Tract Obstruction']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,Prof. Dr. Mohammad Kamrul Islam,"['MBBS', 'MS']",THORACIC SURGEON,25,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Invasive Procedures', 'Cardiac Pacing', 'Cardio Thoracic Surgery', 'Cardiogenic Shock', 'Cardiomyopathy', 'Cerebrovascular Disease', 'Cerebrovascular Surgery', 'Invasive Cardiac', 'Thoracic Imaging', 'Thoracic/Lung Tumor', 'Thoracoscopy', 'Pacemaker Implantation']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,Asso. Prof. Dr. Shahana Akter,"['MBBS', 'FCPS', 'CCD']",GENERAL SURGEON,22,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,Asso. Prof. Dr. Shahana Akter,"['MBBS', 'FCPS', 'CCD']",LAPAROSCOPIC SURGEON,22,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,Prof. Dr. A. B. M Abdul Matin,"['MBBS', 'FCPS']",GENERAL SURGEON,25,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,Prof. Dr. A. B. M Abdul Matin,"['MBBS', 'FCPS']",LAPAROSCOPIC SURGEON,25,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,Asst. Prof. Dr. Md. Abdul Jalil,"['MBBS', 'FCPS']",GENERAL SURGEON,20,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,Asst. Prof. Dr. Md. Abdul Jalil,"['MBBS', 'FCPS']",LAPAROSCOPIC SURGEON,20,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,Assoc. Prof. Dr. Mostafizul Rahman,"['MBBS', 'MS']",GENERAL SURGEON,22,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,Assoc. Prof. Dr. Mostafizul Rahman,"['MBBS', 'MS']",LAPAROSCOPIC SURGEON,22,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192,Assoc. Prof. Dr. Hasan Ul Banna,"['MBBS', 'FCPS', 'MRCH (ENGLAND)', 'F.M']",GENERAL SURGEON,22,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192,Assoc. Prof. Dr. Hasan Ul Banna,"['MBBS', 'FCPS', 'MRCH (ENGLAND)', 'F.M']",LAPAROSCOPIC SURGEON,22,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,Prof. Dr. Mohammad Ali,"['MBBS', 'MCPS', 'FCPS']",GENERAL SURGEON,25,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery', 'Biliary Bypass Surgery', 'Body Contouring Surgery', 'Bowel Resection Surgery', 'Brain Aneursym Surgery']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,Prof. Dr. Mohammad Ali,"['MBBS', 'MCPS', 'FCPS']",LAPAROSCOPIC SURGEON,25,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery', 'Biliary Bypass Surgery', 'Body Contouring Surgery', 'Bowel Resection Surgery', 'Brain Aneursym Surgery']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,Prof. Dr. Md. Jahangir Hossain Bhuiyan,"['MBBS', 'MS']",LAPAROSCOPIC SURGEON,26,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Septal Defect Surgery', 'Bariatric Surgery']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,Prof. Dr. Md. Jahangir Hossain Bhuiyan,"['MBBS', 'MS']",GENERAL SURGEON,26,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Septal Defect Surgery', 'Bariatric Surgery']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,Dr. Jesmen Nahar Runi,"['MBBS', 'MCPS', 'FCPS']",GENERAL SURGEON,15,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Bariatric Surgery']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,Prof. Dr. Md. Azizul Bari,"['MBBS', 'FCPS', 'D-CARD', 'TRAINING (INDIA)']",CARDIOLOGIST,25,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Bacterial Endocarditis', 'Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Catheterization', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Transplant', 'Cardiac Tumor Resection', 'Cardic Tmt', ' Ecg', ' Echo', 'Cardio Thoracic Surgery', 'Cardiogenic Shock', 'Cardiography', 'Cardiology', 'Cardiomyopathy', 'Cardiomyopathy', 'Cardiovascular & Pulmonary Physiotherapy']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5197,Asst. Prof. Dr. Mohsena Akter Nipun,"['MBBS', 'DDV', 'MCPS', 'FCPS']",DERMATOLOGIST,20,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Allergic Bronchopulmonary Aspergillosis', 'Allergic Conjunctivitis', 'Allergic Enteropathy', 'Allergic Rhinitis', 'Allergy Skin Prick Test', 'Bacterial Skin Infection Treatment', 'Cellulitis & Skin Abscesses', 'Chronic Skin Allergy', 'Dermatitis Treatment', 'Disorder Of Sexual Differentiation', 'Dull Skin', 'Dull Skin Treatment', 'Impetigo', 'Psoriasis Treatment', 'Treatments For Ringworm']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5198,Assoc. Prof. Dr. Md. Nurul Alam,"['MBBS', 'FCPS', 'DDV', 'MCPS']",DERMATOLOGIST,15,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Acne', 'Acne / Pimples Treatment', 'Acne Problems', 'Acne Problems', 'Acne Scars', 'Acne Treatment', 'Atopic Dermatitis Treatment', 'Cellulitis & Skin Abscesses', 'Chronic Skin Allergy', 'Disorder Of Sexual Differentiation', 'Dull Skin', 'Eczema Treatment', 'Electrocautery For Warts', 'Permanent Acne Solutions', 'Pimples Treatment', 'Rosacea', 'Herpes Zoster (Shingles)']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5199,Prof. Dr. Major (Retd) Md. Anwar Husain,"['MBBS', 'MCPS', 'DDV', 'PHD', 'FRCP']",DERMATOLOGIST,25,Ibn Sina Medical College Hospital | Kallyanpur,Dhaka,"['Allergic Bronchopulmonary Aspergillosis', 'Allergic Conjunctivitis', 'Allergic Enteropathy', 'Allergic Rhinitis', 'Allergies', 'Allergy Skin Prick Test', 'Atopic Dermatitis Treatment', 'Bacterial Skin Infection Treatment', 'Cellulitis & Skin Abscesses', 'Chronic Skin Allergy', 'Dull Skin', 'Eczema Treatment', 'Female Sexual Disorders', 'Female Sexual Dysfunction', 'Vitiligo', 'Alopecia Areata']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
